ModelYear,MfrName,Division,Carline,VerifyMfrCd,International,Cyl,Transmission,CityFE,HwyFE,CombFE,Guzzler,AirAspirMethod,AirAspirationMethodDesc,Trans,TransDesc,Gears,LockupTorqueConverter,Drive,DriveDesc,FuelUsage,FuelUsageDesc,GasGuzzlerExempt,EPACalculatedAnnualFuelCost,CarType,CarOrTruck,ReleaseDate,FUelMeteringSys,FuelMeteringSysDesc,StopStartSystem,FERating,GHGRating,FiveYearFuelCost,CityCO2,HwyCO2,CombCO2
2018,FCA US LLC,ALFA ROMEO,4C,CRX,1.8,4,Auto(AM6),24,34,28,No,TC,Turbocharged,AM,Automated Manual,6,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1500,Two Seaters,car,8/15/2017,GDI,Spark Ignition Direct Injection,N,6,6,750,365,259,317
2018,Volkswagen Group of,Audi,TT Roadster quattro,VGA,2,4,Auto(AM-S6),23,30,26,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),6,Y,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Not exempt,1400,Two Seaters,car,7/12/2017,GDI,Spark Ignition Direct Injection,N,5,5,250,373,290,336
2018,BMW,BMW,M4 DTM Champions Edition,BMX,3,6,Auto(AM-S7),17,24,20,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,2100,Two Seaters,car,7/31/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3750,513,373,450
2018,Volkswagen Group of,Bugatti,Chiron,VGA,8,16,Auto(AM-S7),9,14,11,Guzzler,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3800,Two Seaters,car,7/10/2017,MFI,Multipoint/sequential fuel injection,N,1,1,12250,1010,632,840
2018,General Motors,Chevrolet,CORVETTE,GMX,6.2,8,Auto(S8),15,25,18,No,NA,Naturally Aspirated,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,6/10/2017,GDI,Spark Ignition Direct Injection,N,3,3,5000,594,356,487
2018,General Motors,Chevrolet,CORVETTE,GMX,6.2,8,Auto(S8),13,23,16,Guzzler,SC,Supercharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2600,Two Seaters,car,6/10/2017,GDI,Spark Ignition Direct Injection,N,2,2,6250,665,388,541
2018,General Motors,Chevrolet,CORVETTE,GMX,6.2,8,Manual(M7),15,22,18,No,SC,Supercharged,M,Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,6/10/2017,GDI,Spark Ignition Direct Injection,N,3,3,5000,587,400,503
2018,General Motors,Chevrolet,CORVETTE,GMX,6.2,8,Manual(M7),16,25,19,No,NA,Naturally Aspirated,M,Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2200,Two Seaters,car,6/10/2017,GDI,Spark Ignition Direct Injection,N,3,3,4250,552,362,466
2018,Ferrari,"Ferrari North America, Inc.",488 gtb,FEX,3.9,8,Auto(AM7),15,22,18,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,5/1/2017,GDI,Spark Ignition Direct Injection,N,3,3,5000,580,405,501
2018,Ferrari,"Ferrari North America, Inc.",488 gtb,FEX,3.9,8,Auto(AM7),16,22,18,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,568,406,495
2018,Ferrari,"Ferrari North America, Inc.",488 Spider,FEX,3.9,8,Auto(AM7),16,22,18,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,568,406,495
2018,Ferrari,"Ferrari North America, Inc.",488 Spider,FEX,3.9,8,Auto(AM7),15,22,18,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,5/1/2017,GDI,Spark Ignition Direct Injection,N,3,3,5000,580,405,501
2018,Ferrari,"Ferrari North America, Inc.",812 Superfast,FEX,6.5,12,Auto(AM7),12,16,13,Guzzler,NA,Naturally Aspirated,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,3250,Two Seaters,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,1,1,9500,747,557,661
2018,Jaguar Land Rover L,Jaguar,F-TYPE Convertible,JLX,3,6,Auto(S8),20,28,23,No,SC,Supercharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1850,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,447,320,390
2018,Jaguar Land Rover L,Jaguar,F-TYPE Convertible Manual,JLX,3,6,Manual(M6),16,24,19,No,SC,Supercharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,2200,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,3,3,4250,562,371,476
2018,Jaguar Land Rover L,Jaguar,F-TYPE Coupe,JLX,3,6,Auto(S8),20,28,23,No,SC,Supercharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1850,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,447,320,390
2018,Jaguar Land Rover L,Jaguar,F-TYPE Coupe Manual,JLX,3,6,Manual(M6),16,24,19,No,SC,Supercharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,2200,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,3,3,4250,562,371,476
2018,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Convertible,JLX,5,8,Auto(S8),15,23,18,No,SC,Supercharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Not exempt,2350,Two Seaters,car,5/10/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,588,392,500
2018,Jaguar Land Rover L,Jaguar,F-TYPE R AWD Coupe,JLX,5,8,Auto(S8),15,23,18,No,SC,Supercharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Not exempt,2350,Two Seaters,car,5/10/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,588,392,500
2018,Jaguar Land Rover L,Jaguar,F-TYPE S AWD Convertible,JLX,3,6,Auto(S8),18,26,21,No,SC,Supercharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Not exempt,2000,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3250,490,347,426
2018,Jaguar Land Rover L,Jaguar,F-TYPE S AWD Coupe,JLX,3,6,Auto(S8),18,26,21,No,SC,Supercharged,SA,Semi-Automatic,8,Y,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Not exempt,2000,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3250,490,347,426
2018,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible,JLX,3,6,Auto(S8),19,27,22,No,SC,Supercharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1900,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,468,333,407
2018,Jaguar Land Rover L,Jaguar,F-TYPE S Convertible Manual,JLX,3,6,Manual(M6),15,24,18,No,SC,Supercharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,2350,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,574,376,485
2018,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe,JLX,3,6,Auto(S8),19,27,22,No,SC,Supercharged,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1900,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,468,333,407
2018,Jaguar Land Rover L,Jaguar,F-TYPE S Coupe Manual,JLX,3,6,Manual(M6),15,24,18,No,SC,Supercharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Not exempt,2350,Two Seaters,car,4/24/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,574,376,485
2018,Volkswagen Group of,Lamborghini,Aventador Coupe,VGA,6.5,12,Auto(AM-S7),10,17,12,Guzzler,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3500,Two Seaters,car,6/23/2017,MFI,Multipoint/sequential fuel injection,Y,1,1,10750,894,532,731
2018,Volkswagen Group of,Lamborghini,Aventador Roadster,VGA,6.5,12,Auto(AM-S7),10,16,12,Guzzler,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3500,Two Seaters,car,6/23/2017,MFI,Multipoint/sequential fuel injection,Y,1,1,10750,916,549,751
2018,Volkswagen Group of,Lamborghini,Aventador S Coupe,VGA,6.5,12,Auto(AM-S7),10,17,12,Guzzler,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3500,Two Seaters,car,6/23/2017,MFI,Multipoint/sequential fuel injection,Y,1,1,10750,894,532,731
2018,Volkswagen Group of,Lamborghini,Aventador S Roadster,VGA,6.5,12,Auto(AM-S7),10,16,12,Guzzler,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3500,Two Seaters,car,6/23/2017,MFI,Multipoint/sequential fuel injection,Y,1,1,10750,916,549,751
2018,Mercedes-Benz,Mercedes-Benz,AMG GT (coupe),MBX,4,8,Auto(AM7),16,22,18,No,TC,Turbocharged,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,6/23/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,548,410,486
2018,Mercedes-Benz,Mercedes-Benz,AMG GT (roadster),MBX,4,8,Auto(AM7),16,21,18,No,TC,Turbocharged,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,6/23/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,555,412,490
2018,Mercedes-Benz,Mercedes-Benz,AMG GT C (roadster),MBX,4,8,Auto(AM7),15,20,17,Guzzler,TC,Turbocharged,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2450,Two Seaters,car,9/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5500,582,441,518
2018,Mercedes-Benz,Mercedes-Benz,AMG GT R (coupe),MBX,4,8,Auto(AM7),15,20,17,Guzzler,TC,Turbocharged,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2450,Two Seaters,car,9/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5500,584,446,522
2018,Mercedes-Benz,Mercedes-Benz,AMG GT S (coupe),MBX,4,8,Auto(AM7),16,22,18,No,TC,Turbocharged,AM,Automated Manual,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Two Seaters,car,6/23/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5000,548,410,486
2018,Mercedes-Benz,Mercedes-Benz,AMG SL 63,MBX,5.5,8,Auto(A7),16,25,19,No,TC,Turbocharged,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2200,Two Seaters,car,8/25/2017,GDI,Spark Ignition Direct Injection,Y,3,3,4250,557,360,468
2018,Mercedes-Benz,Mercedes-Benz,AMG SL 65,MBX,6,12,Auto(A7),13,22,16,Guzzler,TC,Turbocharged,A,Automatic,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2600,Two Seaters,car,8/28/2017,MFI,Multipoint/sequential fuel injection,Y,2,2,6250,661,405,546
2018,Mercedes-Benz,Mercedes-Benz,AMG SLC 43,MBX,3,6,Auto(A9),20,29,23,No,TC,Turbocharged,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Two Seaters,car,7/14/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,434,311,379
2018,Mercedes-Benz,Mercedes-Benz,SL 450,MBX,3,6,Auto(A9),20,28,23,No,TC,Turbocharged,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Two Seaters,car,9/7/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,433,321,383
2018,Mercedes-Benz,Mercedes-Benz,SL 550,MBX,4.7,8,Auto(A9),17,25,20,No,TC,Turbocharged,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2100,Two Seaters,car,8/25/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3750,510,360,442
2018,Mercedes-Benz,Mercedes-Benz,SLC 300,MBX,2,4,Auto(A9),25,32,27,No,TC,Turbocharged,A,Automatic,9,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1550,Two Seaters,car,7/17/2017,GDI,Spark Ignition Direct Injection,Y,6,6,1000,361,279,324
2018,Nissan,NISSAN,370Z,NSX,3.7,6,Auto(S7),19,26,22,No,NA,Naturally Aspirated,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Two Seaters,car,5/22/2017,MFI,Multipoint/sequential fuel injection,N,4,4,2750,470,339,411
2018,Nissan,NISSAN,370Z,NSX,3.7,6,Manual(M6),18,26,21,No,NA,Naturally Aspirated,M,Manual,6,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2000,Two Seaters,car,5/22/2017,MFI,Multipoint/sequential fuel injection,N,4,4,3250,492,344,426
2018,Nissan,NISSAN,370Z Roadster,NSX,3.7,6,Auto(S7),18,25,21,No,NA,Naturally Aspirated,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2000,Two Seaters,car,5/8/2017,MFI,Multipoint/sequential fuel injection,N,4,4,3250,491,363,433
2018,Nissan,NISSAN,370Z Roadster,NSX,3.7,6,Manual(M6),17,24,20,No,NA,Naturally Aspirated,M,Manual,6,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2100,Two Seaters,car,5/8/2017,MFI,Multipoint/sequential fuel injection,N,4,4,3750,512,367,447
2018,Porsche,Porsche,Boxster,PRX,2,4,Auto(AM-S7),22,29,25,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1700,Two Seaters,car,8/9/2017,GDI,Spark Ignition Direct Injection,Y,5,5,1750,396,300,353
2018,Porsche,Porsche,Boxster,PRX,2,4,Manual(M6),21,28,24,No,TC,Turbocharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Two Seaters,car,8/9/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,415,312,369
2018,Porsche,Porsche,Boxster S,PRX,2.5,4,Auto(AM-S7),21,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Two Seaters,car,8/9/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,416,317,372
2018,Porsche,Porsche,Boxster S,PRX,2.5,4,Manual(M6),20,26,22,No,TC,Turbocharged,M,Manual,6,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Two Seaters,car,8/9/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,453,338,401
2018,Ferrari,"Ferrari North America, Inc.",California T,FEX,3.9,8,Auto(AM7),16,23,19,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2200,Minicompact Cars,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,4250,550,389,478
2018,Ferrari,"Ferrari North America, Inc.",California T,FEX,3.9,8,Auto(AM7),16,23,18,No,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2350,Minicompact Cars,car,5/1/2017,GDI,Spark Ignition Direct Injection,N,3,3,5000,567,389,487
2018,Ferrari,"Ferrari North America, Inc.",GTC4Lusso,FEX,6.3,12,Auto(AM7),12,17,13,Guzzler,NA,Naturally Aspirated,AM,Automated Manual,7,N,P,Part-time 4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,3250,Minicompact Cars,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,1,1,9500,764,535,661
2018,Ferrari,"Ferrari North America, Inc.",GTC4Lusso T,FEX,3.9,8,Auto(AM7),15,21,17,Guzzler,TC,Turbocharged,AM,Automated Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2450,Minicompact Cars,car,5/1/2017,GDI,Spark Ignition Direct Injection,Y,3,3,5500,609,420,524
2018,BMW,Mini,COOPER CONVERTIBLE,BMX,1.5,3,Auto(S6),27,35,30,No,TC,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1400,Minicompact Cars,car,7/20/2017,GDI,Spark Ignition Direct Injection,N,7,7,250,331,250,294
2018,BMW,Mini,COOPER CONVERTIBLE,BMX,1.5,3,Manual(M6),28,37,32,No,TC,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1300,Minicompact Cars,car,7/31/2017,GDI,Spark Ignition Direct Injection,N,7,7,,316,236,280
2018,BMW,Mini,COOPER S CONVERTIBLE,BMX,2,4,Auto(S6),25,33,28,No,TC,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1500,Minicompact Cars,car,7/31/2017,GDI,Spark Ignition Direct Injection,Y,6,6,750,352,270,315
2018,BMW,Mini,COOPER S CONVERTIBLE,BMX,2,4,Manual(M6),23,32,26,No,TC,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1600,Minicompact Cars,car,7/31/2017,GDI,Spark Ignition Direct Injection,N,5,5,1250,389,276,338
2018,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,BMX,2,4,Auto(S6),25,33,28,No,TC,Turbocharged,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1500,Minicompact Cars,car,7/31/2017,GDI,Spark Ignition Direct Injection,Y,6,6,750,352,270,315
2018,BMW,Mini,JOHN COOPER WORKS CONVERTIBLE,BMX,2,4,Manual(M6),22,31,25,No,TC,Turbocharged,M,Manual,6,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Not exempt,1700,Minicompact Cars,car,7/31/2017,GDI,Spark Ignition Direct Injection,Y,5,5,1750,400,287,349
2018,Porsche,Porsche,911 Carrera,PRX,3,6,Auto(AM-S7),22,30,25,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1700,Minicompact Cars,car,8/7/2017,GDI,Spark Ignition Direct Injection,Y,5,5,1750,400,301,355
2018,Porsche,Porsche,911 Carrera,PRX,3,6,Manual(M7),20,29,23,No,TC,Turbocharged,M,Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Minicompact Cars,car,8/7/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,446,304,382
2018,Porsche,Porsche,911 Carrera 4,PRX,3,6,Auto(AM-S7),22,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,403,311,362
2018,Porsche,Porsche,911 Carrera 4,PRX,3,6,Manual(M7),20,28,23,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,453,312,389
2018,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,3,6,Auto(AM-S7),21,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,414,316,370
2018,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,3,6,Manual(M7),19,28,22,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,458,318,395
2018,Porsche,Porsche,911 Carrera 4 GTS,PRX,3,6,Auto(AM-S7),20,26,22,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,445,345,400
2018,Porsche,Porsche,911 Carrera 4 GTS,PRX,3,6,Manual(M7),18,26,21,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,2000,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3250,479,334,414
2018,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,3,6,Auto(AM-S7),20,25,22,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,446,349,402
2018,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,3,6,Manual(M7),18,26,21,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,2000,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3250,483,341,419
2018,Porsche,Porsche,911 Carrera 4S,PRX,3,6,Auto(AM-S7),21,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,417,320,373
2018,Porsche,Porsche,911 Carrera 4S,PRX,3,6,Manual(M7),20,28,23,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,452,317,392
2018,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,3,6,Auto(AM-S7),21,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,413,321,371
2018,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,3,6,Manual(M7),19,28,22,No,TC,Turbocharged,M,Manual,7,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,459,320,396
2018,Porsche,Porsche,911 Carrera Cabriolet,PRX,3,6,Auto(AM-S7),22,28,24,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1750,Minicompact Cars,car,8/7/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2000,407,313,365
2018,Porsche,Porsche,911 Carrera Cabriolet,PRX,3,6,Manual(M7),20,29,23,No,TC,Turbocharged,M,Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Minicompact Cars,car,8/7/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,452,310,388
2018,Porsche,Porsche,911 Carrera GTS,PRX,3,6,Auto(AM-S7),20,26,23,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1850,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,5,5,2500,432,341,391
2018,Porsche,Porsche,911 Carrera GTS,PRX,3,6,Manual(M7),18,26,21,No,TC,Turbocharged,M,Manual,7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,2000,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,3250,486,335,418
2018,Porsche,Porsche,911 Carrera GTS Cabriolet,PRX,3,6,Auto(AM-S7),20,26,22,No,TC,Turbocharged,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Not exempt,1900,Minicompact Cars,car,8/8/2017,GDI,Spark Ignition Direct Injection,Y,4,4,2750,445,346,400
